source_rank,config_hash,method,family,timeframe,entry_method,direction_mode,sl,tp,trades,win_rate_pct,profit_factor_net,net_profit,net_expectancy,max_dd_pct,sqn,history_years,sample_pass_v11,baseline_qualified_v11,target_candidate_v11,correlation_max,correlation_gate
140,63c8fb3b75a4e670b24ba3d62efa02acd167457121248606294da8c6a1faa54d,PRICE_STRUCTURE f5/s144 p1=66.0 p2=55.0 p3=1.0 off=2.75 exp=8,PRICE_STRUCTURE,D1,LIMIT,SHORT_ONLY,16.00,24.50,24,54.16666667,1.16475904,37.97467000,1.58227792,0.54549162,0.36448095,25.84257358,false,false,false,,N/A — belum pre-portfolio
141,7836e71c936639895d3ce8cd5cb87b7bc79acadde7068c935200450c40927a54,BOLLINGER_REVERSION f34/s55 p1=1.5 p2=25.0 p3=1.0 off=4.75 exp=7,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,15.00,15.00,6,83.33333333,3.01050818,37.89824000,6.31637333,0.18829201,1.25475815,25.84257358,false,false,false,,N/A — belum pre-portfolio
142,507c315aa49761dadb1cdad3d3d3e4d9455fc131f35bf33d6ba97459d8e14996,ZSCORE_REVERSION f89/s100 p1=2.1 p2=30.0 p3=1.0 off=2.5 exp=4,ZSCORE_REVERSION,D1,STOP,BOTH,19.50,22.00,2,100.00000000,0.00000000,37.53536000,18.76768000,0.00000000,31.26279318,25.84257358,false,false,false,,N/A — belum pre-portfolio
143,c8ff2a171ca7d257aa38df01422de74837207b65458b60e83b823a329b728369,ZSCORE_REVERSION f34/s144 p1=1.0 p2=25.0 p3=1.0 off=3.75 exp=1,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,9.50,16.50,7,71.42857143,2.40324396,37.49872000,5.35696000,0.26689296,1.10828651,25.84257358,false,false,false,,N/A — belum pre-portfolio
144,52d2a0f3c71cb51d7b3481b72e2bb5e62b2739f8ceba72c588113c4fb6ce8214,ZSCORE_REVERSION f34/s89 p1=0.7 p2=25.0 p3=1.0 off=3.75 exp=2,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,9.50,19.50,6,66.66666667,2.38045404,36.89280000,6.14880000,0.26725120,0.99651039,25.84257358,false,false,false,,N/A — belum pre-portfolio
145,feab678c5b8317cac91c6ba0ebc8c5f82756687d6800431d75972ddd2eab39ed,KELTNER_BREAKOUT f8/s10 p1=2.2 p2=55.0 p3=1.0 off=1.75 exp=6,KELTNER_BREAKOUT,D1,LIMIT,BOTH,15.50,19.00,42,61.90476190,1.10526555,36.41405000,0.86700119,1.12639073,0.31001749,25.84257358,false,false,false,,N/A — belum pre-portfolio
146,917fc8686c48b004de3635c162d06b6fb3a9de0ac1a1de62486e382a7990f266,ZSCORE_REVERSION f26/s144 p1=1.7 p2=25.0 p3=1.0 off=1.75 exp=8,ZSCORE_REVERSION,D1,STOP,LONG_ONLY,13.00,25.00,21,47.61904762,1.19584610,36.35551000,1.73121476,0.68667292,0.39597728,25.84257358,false,false,false,,N/A — belum pre-portfolio
147,c201dcb3a9d5c8ea83842cc1da5894ca3165b0cc976af00d52272b7d16401adb,ZSCORE_REVERSION f26/s89 p1=2.7 p2=25.0 p3=1.0 off=0.5 exp=3,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,21.50,22.50,4,75.00000000,2.37378147,35.44576000,8.86144000,0.25801600,0.76284855,25.84257358,false,false,false,,N/A — belum pre-portfolio
148,4a9cf46ea13fec1dc4e812c03b2c99a603364de4e5ed266b6c4e052cd8467a0d,ZSCORE_REVERSION f21/s50 p1=1.0 p2=25.0 p3=1.0 off=3.5 exp=8,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,7.50,18.00,70,42.85714286,1.07385829,35.41968000,0.50599543,1.41892530,0.24795903,25.84257358,false,false,false,,N/A — belum pre-portfolio
149,c7e46d28c407e96b25b4cadcf6ffdacea21ace82e1ec39a0c7414d8c8c3610f5,ZSCORE_REVERSION f26/s89 p1=1.3 p2=25.0 p3=1.0 off=1.0 exp=4,ZSCORE_REVERSION,D1,STOP,LONG_ONLY,16.50,24.50,25,52.00000000,1.14445827,35.41599000,1.41663960,1.01987574,0.32999299,25.84257358,false,false,false,,N/A — belum pre-portfolio
150,f94b4fc254ba709f68491751166ecde7bbf9c5f8fe9c079d6e4cec00ccd844b6,BOLLINGER_REVERSION f26/s89 p1=3.0 p2=30.0 p3=1.0 off=2.5 exp=2,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,17.00,17.50,7,71.42857143,1.82287715,35.12461000,5.01780143,0.29557488,0.72473196,25.84257358,false,false,false,,N/A — belum pre-portfolio
151,14d90ba043b13b29ac9c8bed49dc496deedb7126770549ef8a966b4589ee744b,KELTNER_BREAKOUT f3/s7 p1=1.5 p2=55.0 p3=1.0 off=4.75 exp=4,KELTNER_BREAKOUT,D1,LIMIT,SHORT_ONLY,17.00,24.00,18,55.55555556,1.20517634,34.80331000,1.93351722,0.62284689,0.38231086,25.84257358,false,false,false,,N/A — belum pre-portfolio
152,86b2612275c0d093c387c93eacba8dcf24d2404a1b276062a09538a016a66d5f,ZSCORE_REVERSION f34/s89 p1=2.1 p2=25.0 p3=1.0 off=4.5 exp=6,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,15.00,21.00,2,100.00000000,0.00000000,34.65600000,17.32800000,0.00000000,105.35019455,25.84257358,false,false,false,,N/A — belum pre-portfolio
153,f48bb7f8806bfbefeee3eb26cecca761f9072d8d3d0a230bfc5c6ef59c06d788,KELTNER_BREAKOUT f7/s8 p1=2.2 p2=55.0 p3=1.0 off=0.75 exp=5,KELTNER_BREAKOUT,D1,LIMIT,LONG_ONLY,18.50,19.00,7,71.42857143,1.79066688,34.64911000,4.94987286,0.23645838,0.71089881,25.84257358,false,false,false,,N/A — belum pre-portfolio
154,b4a4b2f0dfb2a66d7b5c0873b55c41f4ea8d98da4a000069998aaba6cac59341,CANDLE_ENGULFING f10/s144 p1=66.0 p2=55.0 p3=1.0 off=3.5 exp=7,CANDLE_ENGULFING,D1,LIMIT,BOTH,20.00,24.00,202,55.94059406,1.01553563,34.58328000,0.17120436,4.08797947,0.10510661,25.84257358,false,false,false,,N/A — belum pre-portfolio
155,ec8bb638bdd853beade0fd783f885b12c63d07b11143be6e7dbb221dea247ead,ZSCORE_REVERSION f34/s144 p1=1.0 p2=25.0 p3=1.0 off=4.5 exp=7,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,8.50,11.50,7,85.71428571,3.79270440,34.51872000,4.93124571,0.12341560,1.71048904,25.84257358,false,false,false,,N/A — belum pre-portfolio
156,83e0c5430c8e48acc44750dfe332f59fca884effcbe9f6e04db5ad18375ece68,ZSCORE_REVERSION f89/s144 p1=1.3 p2=30.0 p3=1.0 off=1.25 exp=8,ZSCORE_REVERSION,D1,STOP,BOTH,5.50,24.50,3,66.66666667,5.20500906,34.35997000,11.45332333,0.08171200,1.16653320,25.84257358,false,false,false,,N/A — belum pre-portfolio
157,156756d945b561365fdf720b5adb09420e3029f6065adb3f5693145197592d67,BOLLINGER_REVERSION f89/s100 p1=2.2 p2=30.0 p3=1.0 off=1.25 exp=4,BOLLINGER_REVERSION,D1,STOP,SHORT_ONLY,6.50,25.00,3,66.66666667,4.74583769,34.35982000,11.45327333,0.09172800,1.10994882,25.84257358,false,false,false,,N/A — belum pre-portfolio
158,5d31e8fa6fe617b39f294f954fec8f4b0a871d32d77c846e01c9e205bbe31ba3,KELTNER_BREAKOUT f7/s14 p1=2.8 p2=55.0 p3=1.0 off=1.5 exp=8,KELTNER_BREAKOUT,D1,LIMIT,SHORT_ONLY,14.00,21.50,4,75.00000000,2.86315790,34.24991000,8.56247750,0.18346856,0.94953913,25.84257358,false,false,false,,N/A — belum pre-portfolio
159,b2db21d9f66c86011723644359bdf800b7f2c5fb8d1881b1751b111459acab52,MOMENTUM_RSI_ROC f50/s89 p1=1.8 p2=66.0 p3=1.0 off=3.5 exp=8,MOMENTUM_RSI_ROC,D1,LIMIT,SHORT_ONLY,8.00,8.00,31,74.19354839,1.36013167,34.17033000,1.10226871,0.23981718,0.70014170,25.84257358,false,false,false,,N/A — belum pre-portfolio
160,9977a5079319d4ee6b44804cf44e13f415ded25a5a4a5c0ac9e658a4e96f528e,BOLLINGER_REVERSION f89/s144 p1=1.2 p2=30.0 p3=1.0 off=2.5 exp=3,BOLLINGER_REVERSION,D1,STOP,SHORT_ONLY,6.00,24.50,3,66.66666667,4.90635497,33.86341000,11.28780333,0.08668800,1.13056571,25.84257358,false,false,false,,N/A — belum pre-portfolio
161,1014779a2160115d5d9565f325d2c6e94b7d91f8b9ab02a9c0b0271ee043a9dc,ZSCORE_REVERSION f34/s89 p1=1.0 p2=25.0 p3=1.0 off=2.5 exp=5,ZSCORE_REVERSION,D1,STOP,LONG_ONLY,16.50,18.50,7,71.42857143,1.82443587,33.58976000,4.79853714,0.40742720,0.73834373,25.84257358,false,false,false,,N/A — belum pre-portfolio
162,c77519ac226df676fe72c55c82f92929ed009b781b2a0d4972e094088be049ec,ZSCORE_REVERSION f26/s34 p1=0.7 p2=25.0 p3=1.0 off=2.25 exp=4,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,15.00,23.50,23,52.17391304,1.16116748,33.56394000,1.45930174,0.57769532,0.34980730,25.84257358,false,false,false,,N/A — belum pre-portfolio
163,44ca3c9dc443c1aabdbbd0590b95d358a43128adb80c90ef0b63192a668a65c5,BOLLINGER_REVERSION f34/s89 p1=1.5 p2=25.0 p3=1.0 off=5.0 exp=4,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,8.50,9.50,9,88.88888889,3.71075322,33.50144000,3.72238222,0.12324169,1.85079649,25.84257358,false,false,false,,N/A — belum pre-portfolio
164,a8538a73644d22d082e086a62773d6d6b4e894888cbd33363362beb16cad5a21,KELTNER_BREAKOUT f13/s14 p1=2.8 p2=55.0 p3=1.0 off=0.75 exp=5,KELTNER_BREAKOUT,D1,LIMIT,SHORT_ONLY,20.00,25.00,10,60.00000000,1.35372453,33.25312000,3.32531200,0.26222455,0.45518528,25.84257358,false,false,false,,N/A — belum pre-portfolio
165,da56919f942b81fc648e1204de89ca5312994513b8c1a3c7cec1768da23b383a,HYBRID f89/s100 p1=55.0 p2=66.0 p3=1.0 off=1.75 exp=2,HYBRID,D1,LIMIT,BOTH,12.50,23.50,38,44.73684211,1.08064099,32.41879000,0.85312605,1.36919995,0.17917207,25.84257358,false,false,false,,N/A — belum pre-portfolio
166,2c6838513edc0fe95f57f61acbc0f74c469b9ff000770d4039ad7ba241c714ec,BOLLINGER_REVERSION f34/s89 p1=1.8 p2=25.0 p3=1.0 off=4.5 exp=5,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,13.00,13.50,6,83.33333333,2.92251609,32.40224000,5.40037333,0.16837932,1.21312502,25.84257358,false,false,false,,N/A — belum pre-portfolio
167,b6f5e444d9a0a10fd6338a42fee5bd2517528e047408a488932b1669a25c11b4,ZSCORE_REVERSION f34/s144 p1=1.7 p2=25.0 p3=1.0 off=3.75 exp=8,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,6.00,12.50,10,70.00000000,2.09202302,32.34048000,3.23404800,0.12418400,1.13057720,25.84257358,false,false,false,,N/A — belum pre-portfolio
168,c451e9529e10fa3bb80cef01eaccc5f6de7f38210503018c55d85a86571e0b4d,PRICE_STRUCTURE f10/s144 p1=66.0 p2=62.0 p3=1.0 off=3.75 exp=6,PRICE_STRUCTURE,D1,LIMIT,SHORT_ONLY,15.00,24.00,23,52.17391304,1.14677571,32.22774000,1.40120609,0.51629443,0.31825949,25.84257358,false,false,false,,N/A — belum pre-portfolio
169,169e0b6e2d38ecfe2bc6470e83a14bfbe32d2dcd1749737361c6df6d65c91dcc,ZSCORE_REVERSION f26/s55 p1=2.1 p2=30.0 p3=1.0 off=2.75 exp=3,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,11.50,11.50,31,70.96774194,1.22343584,32.11627500,1.03600887,0.52284705,0.51590736,25.84257358,false,false,false,,N/A — belum pre-portfolio
170,d1370e025a8cd9782070118f12a1b2f237a3d1c99c91c82fb4233646e75d20eb,ZSCORE_REVERSION f3/s10 p1=2.7 p2=25.0 p3=1.0 off=3.25 exp=8,ZSCORE_REVERSION,D1,LIMIT,SHORT_ONLY,6.50,23.00,7,57.14285714,1.74847108,32.09923000,4.58560429,0.19609602,0.67648282,25.84257358,false,false,false,,N/A — belum pre-portfolio
171,20381f87478ec38cfc2c90b6be79e6560b224a1a127906be806d805fff74b8ad,BOLLINGER_REVERSION f26/s144 p1=1.5 p2=25.0 p3=1.0 off=3.0 exp=4,BOLLINGER_REVERSION,D1,STOP,LONG_ONLY,21.00,24.00,19,57.89473684,1.15951529,31.97794000,1.68304947,0.78319640,0.31269617,25.84257358,false,false,false,,N/A — belum pre-portfolio
172,6914893bb564b568745d79f195500d018a7880402400fe3c3e7801aa02cd15d8,BOLLINGER_REVERSION f10/s144 p1=3.0 p2=35.0 p3=1.0 off=1.0 exp=8,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,20.00,25.00,8,62.50000000,1.44945619,31.90694000,3.98836750,0.70831362,0.49200279,25.84257358,false,false,false,,N/A — belum pre-portfolio
173,4036bea3a7f3ec644c30221427501d135f7b54a62a2b3f524c2780a2347ec0d3,ZSCORE_REVERSION f34/s144 p1=2.1 p2=25.0 p3=1.0 off=3.75 exp=4,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,11.50,15.50,5,80.00000000,3.06749450,31.75440000,6.35088000,0.15341108,1.17003910,25.84257358,false,false,false,,N/A — belum pre-portfolio
174,a1fd2b74159c8b960b6a38e5aad904b761395152c34e9ec6e21b9fe8343f0cd5,KELTNER_BREAKOUT f3/s5 p1=1.2 p2=55.0 p3=1.0 off=4.25 exp=5,KELTNER_BREAKOUT,D1,LIMIT,SHORT_ONLY,11.00,21.50,17,52.94117647,1.24645399,31.63079000,1.86063471,0.46416475,0.43669704,25.84257358,false,false,false,,N/A — belum pre-portfolio
175,d826a7cbf02d62aea0d2451d48abc5926cbe6cb6ca249040f6093dfbd3c4bc51,ZSCORE_REVERSION f34/s89 p1=1.3 p2=25.0 p3=1.0 off=5.0 exp=3,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,11.50,13.00,6,83.33333333,3.02896980,31.15264000,5.19210667,0.15326029,1.26322809,25.84257358,false,false,false,,N/A — belum pre-portfolio
176,e583e27b951aede349d3cd1c2355e01a33611017206672718ed2f5eace889dc4,CANDLE_ENGULFING f13/s144 p1=52.0 p2=66.0 p3=1.0 off=2.0 exp=8,CANDLE_ENGULFING,D1,LIMIT,BOTH,13.50,25.00,221,46.60633484,1.01444762,31.08569000,0.14065923,3.66522392,0.10232778,25.84257358,false,false,false,,N/A — belum pre-portfolio
177,bf80178263a0cfc6677a7362d612b95bf7d6c9098168c77ee8022d0b0bf80235,BOLLINGER_REVERSION f34/s55 p1=1.8 p2=25.0 p3=1.0 off=3.25 exp=3,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,11.50,11.50,4,100.00000000,0.00000000,30.73152000,7.68288000,0.00000000,121.26002445,25.84257358,false,false,false,,N/A — belum pre-portfolio
178,4f548f53a80547974642edee1bd76f2d95e62860a860eba2269881a8fc78985e,ZSCORE_REVERSION f8/s10 p1=2.7 p2=25.0 p3=1.0 off=4.0 exp=1,ZSCORE_REVERSION,D1,LIMIT,SHORT_ONLY,12.00,22.50,6,66.66666667,1.89217769,30.50848000,5.08474667,0.17632094,0.72171688,25.84257358,false,false,false,,N/A — belum pre-portfolio
179,39d57573652b2bb402d8086f8fc81336a8d9311a53509798f6545fecbb9ca9f8,DONCHIAN f34/s144 p1=55.0 p2=52.0 p3=1.0 off=3.0 exp=4,DONCHIAN,D1,LIMIT,SHORT_ONLY,19.50,23.50,24,58.33333333,1.12062206,29.44902000,1.22704250,0.49700950,0.27045314,25.84257358,false,false,false,,N/A — belum pre-portfolio
180,8f389830f4a85e5285e3efc2f68d9a7a9e6439a3c42c2f827a92ac848b20ce9d,PRICE_STRUCTURE f20/s144 p1=66.0 p2=66.0 p3=1.0 off=3.5 exp=4,PRICE_STRUCTURE,D1,LIMIT,SHORT_ONLY,21.00,21.00,22,63.63636364,1.13989976,29.31496000,1.33249818,0.54526320,0.29216895,25.84257358,false,false,false,,N/A — belum pre-portfolio
181,c9435b80c910f6c1b864a26bec4f495f5519827587e3d47d241886556763ca26,ZSCORE_REVERSION f34/s100 p1=2.1 p2=25.0 p3=1.0 off=3.5 exp=4,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,15.00,15.50,5,80.00000000,2.49866766,28.25600000,5.65120000,0.18832265,0.92238192,25.84257358,false,false,false,,N/A — belum pre-portfolio
182,3634459b9cbce90be3d0e60f04f1d97d68d881c01a50af35f423b6dfd25d7f3e,BOLLINGER_REVERSION f34/s144 p1=1.2 p2=25.0 p3=1.0 off=4.25 exp=7,BOLLINGER_REVERSION,D1,STOP,LONG_ONLY,18.00,18.00,7,71.42857143,1.64136970,28.05936000,4.00848000,0.43749120,0.59978610,25.84257358,false,false,false,,N/A — belum pre-portfolio
183,9b96c6f3bf3d4c131599f69bcaac1bea128b381b386d73fcd1695b0a82aee1e9,BOLLINGER_REVERSION f89/s100 p1=1.2 p2=30.0 p3=1.0 off=5.0 exp=2,BOLLINGER_REVERSION,D1,STOP,BOTH,11.00,24.00,3,66.66666667,3.03883735,27.86846000,9.28948667,0.13668800,0.80888326,25.84257358,false,false,false,,N/A — belum pre-portfolio
184,147d136f7cff1e7d5a1eccc356deb3eeb971312816d1be614c1d15e24d8f7bd7,BOLLINGER_REVERSION f55/s144 p1=3.0 p2=40.0 p3=1.0 off=2.5 exp=8,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,18.50,23.00,6,66.66666667,1.60861220,27.80160000,4.63360000,0.27105600,0.53302721,25.84257358,false,false,false,,N/A — belum pre-portfolio
185,a7b837598984a5ea816547158caab0a8a63b585d08028440af24499ff8fa7572,MOMENTUM_RSI_ROC f50/s100 p1=2.5 p2=66.0 p3=1.0 off=2.75 exp=6,MOMENTUM_RSI_ROC,D1,LIMIT,SHORT_ONLY,10.50,13.00,36,63.88888889,1.14446851,26.96469000,0.74901917,0.45474459,0.38992506,25.84257358,false,false,false,,N/A — belum pre-portfolio
186,e9a3134547ff50d6c7730ee920e122122ac06c419d84af3bec37e768463b0326,CANDLE_ENGULFING f21/s144 p1=52.0 p2=52.0 p3=1.0 off=0.5 exp=7,CANDLE_ENGULFING,D1,LIMIT,LONG_ONLY,19.00,19.00,174,62.06896552,1.01711638,26.73403000,0.15364385,2.66414587,0.10688705,25.84257358,false,false,false,,N/A — belum pre-portfolio
187,018eebfe1e20d15331bcd2844e81c94e92a7103e141dcf1e9d423a58014b4a03,BOLLINGER_REVERSION f34/s144 p1=3.0 p2=40.0 p3=1.0 off=2.25 exp=6,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,24.00,25.00,6,66.66666667,1.47068141,26.66301000,4.44383500,0.56520994,0.42846342,25.84257358,false,false,false,,N/A — belum pre-portfolio
188,8583a17bdb3bc8ae2ff8b3b678f2c267241352bd823893ddad784db237fa8f98,ZSCORE_REVERSION f26/s144 p1=0.7 p2=25.0 p3=1.0 off=1.75 exp=2,ZSCORE_REVERSION,D1,STOP,LONG_ONLY,12.00,23.00,28,46.42857143,1.11145088,26.41849000,0.94351750,0.91796176,0.27174995,25.84257358,false,false,false,,N/A — belum pre-portfolio
189,a119251fcb4bbf3d24d2fccb4d85eb9cd63a502655bde49d0d1f319678ebaaf2,ZSCORE_REVERSION f34/s50 p1=0.7 p2=25.0 p3=1.0 off=4.75 exp=7,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,8.00,10.00,10,80.00000000,2.11176875,26.38752000,2.63875200,0.11874400,1.09111643,25.84257358,false,false,false,,N/A — belum pre-portfolio
190,2bf3c3ba84585ecbf7c0f32afc2d690c50057b8dd92b1c3a2f96720a6dd2c348,MOMENTUM_RSI_ROC f50/s55 p1=1.8 p2=66.0 p3=1.0 off=4.75 exp=4,MOMENTUM_RSI_ROC,D1,LIMIT,SHORT_ONLY,8.00,23.00,24,41.66666667,1.15669670,25.99139000,1.08297458,0.68402210,0.33935512,25.84257358,false,false,false,,N/A — belum pre-portfolio
191,f87682d0d71d31f79073eef6ce8be76eb5886f62dc45b1b8492a6175fdb02334,ZSCORE_REVERSION f5/s10 p1=2.7 p2=25.0 p3=1.0 off=4.5 exp=1,ZSCORE_REVERSION,D1,LIMIT,SHORT_ONLY,11.50,25.00,5,60.00000000,1.77127654,25.60416000,5.12083200,0.17120965,0.57702392,25.84257358,false,false,false,,N/A — belum pre-portfolio
192,4856ddcc5010cc3e0a9530df77ecdd00b92286cbfe1eca00924f3308bdc1940d,ZSCORE_REVERSION f26/s144 p1=2.1 p2=25.0 p3=1.0 off=4.25 exp=3,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,22.00,22.00,13,61.53846154,1.19688775,25.51829000,1.96294538,0.77881551,0.30650820,25.84257358,false,false,false,,N/A — belum pre-portfolio
193,81ce45d421d5df6d1224791ef7581977ba1a8c622e24c5ab0985745342109584,BOLLINGER_REVERSION f8/s89 p1=3.0 p2=25.0 p3=1.0 off=0.5 exp=1,BOLLINGER_REVERSION,D1,STOP,LONG_ONLY,25.00,25.00,11,63.63636364,1.21265407,25.13680000,2.28516364,0.58471021,0.30001056,25.84257358,false,false,false,,N/A — belum pre-portfolio
194,53bc5beb265ccf30e407843550eadfda291d6c0b4e7888247e761d4650fd7918,BOLLINGER_REVERSION f3/s55 p1=3.0 p2=30.0 p3=1.0 off=3.5 exp=8,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,7.00,9.00,19,47.36842105,1.19371333,24.80448000,1.30549895,0.91252911,0.23791788,25.84257358,false,false,false,,N/A — belum pre-portfolio
195,a1e58757bf89b2805b53e82eaf98ea1993e96a85096ad1c89ba2be9c41cb425a,BOLLINGER_REVERSION f3/s144 p1=3.0 p2=40.0 p3=1.0 off=2.0 exp=5,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,10.50,23.00,8,50.00000000,1.41902247,24.68559000,3.08569875,0.27602218,0.45527900,25.84257358,false,false,false,,N/A — belum pre-portfolio
196,b0909bc376530b6a31dd149d9f3f49f3b0afb2614f9ea5252cd2cc4eae1a237f,MOMENTUM_RSI_ROC f89/s100 p1=0.3 p2=66.0 p3=1.0 off=5.0 exp=5,MOMENTUM_RSI_ROC,D1,LIMIT,LONG_ONLY,15.00,22.00,29,44.82758621,1.06952411,24.56038000,0.84690966,1.16744926,0.13226188,25.84257358,false,false,false,,N/A — belum pre-portfolio
197,8912b6f052530deb9b5d3ed89b4b52ede37cac7c7d262c07ccf1ec55756cbf33,ZSCORE_REVERSION f26/s100 p1=1.3 p2=30.0 p3=1.0 off=2.75 exp=6,ZSCORE_REVERSION,D1,LIMIT,LONG_ONLY,18.50,22.50,51,54.90196078,1.04685828,24.12365000,0.47301275,1.34884017,0.16089643,25.84257358,false,false,false,,N/A — belum pre-portfolio
198,ac143198c5082057d5c85254566e29c7e0c18598dca4086d7a042c0ad4e6c31d,BOLLINGER_REVERSION f89/s144 p1=1.5 p2=30.0 p3=1.0 off=3.5 exp=2,BOLLINGER_REVERSION,D1,STOP,SHORT_ONLY,10.00,21.50,3,66.66666667,2.88242661,23.85411000,7.95137000,0.12672000,0.77067319,25.84257358,false,false,false,,N/A — belum pre-portfolio
199,f805804f8a15dfb5d3bd7de247a09085d20c7f7ab1993f25f43d14033a2ccc06,BOLLINGER_REVERSION f34/s55 p1=1.2 p2=25.0 p3=1.0 off=0.75 exp=5,BOLLINGER_REVERSION,D1,LIMIT,LONG_ONLY,10.00,13.00,10,70.00000000,1.57007766,23.73776000,2.37377600,0.32530400,0.66921312,25.84257358,false,false,false,,N/A — belum pre-portfolio
200,41a2924271b234fbbae9276661d816501221777abbe25bd8cd109b22fa51d632,DONCHIAN f26/s89 p1=66.0 p2=58.0 p3=1.0 off=1.5 exp=8,DONCHIAN,D1,LIMIT,BOTH,20.00,22.50,206,58.25242718,1.01043651,23.32334000,0.11322010,3.45126242,0.06799152,25.84257358,false,false,false,,N/A — belum pre-portfolio
