Date,Open,High,Low,Close,Volume
2025-11-04T23:00:00Z,3937.93,3940.88,3930.92,3934.6,7948.0
2025-11-05T00:00:00Z,3934.625,3942.96,3929.35,3939.745,17150.0
2025-11-05T01:00:00Z,3939.735,3949.56,3934.6,3937.125,33797.0
2025-11-05T02:00:00Z,3937.06,3951.115,3935.725,3948.685,25518.0
2025-11-05T03:00:00Z,3948.705,3965.345,3947.645,3960.98,13794.0
2025-11-05T04:00:00Z,3960.9,3973.905,3959.835,3970.495,15309.0
2025-11-05T05:00:00Z,3970.65,3978.78,3961.875,3965.055,14743.0
2025-11-05T06:00:00Z,3965.07,3973.645,3962.04,3966.275,13850.0
2025-11-05T07:00:00Z,3966.285,3974.88,3963.74,3972.6,15303.0
2025-11-05T08:00:00Z,3972.565,3987.34,3972.52,3980.025,20301.0
2025-11-05T09:00:00Z,3980.02,3981.49,3963.57,3971.955,15340.0
2025-11-05T10:00:00Z,3971.885,3971.935,3956.1,3964.7,18781.0
2025-11-05T11:00:00Z,3964.7,3969.14,3957.48,3966.99,14975.0
2025-11-05T12:00:00Z,3966.995,3969.905,3962.245,3969.65,9415.0
2025-11-05T13:00:00Z,3969.725,3979.48,3964.885,3975.91,22453.0
2025-11-05T14:00:00Z,3975.925,3985.725,3969.665,3973.6,37902.0
2025-11-05T15:00:00Z,3973.62,3984.49,3964.27,3978.295,56909.0
2025-11-05T16:00:00Z,3978.345,3990.565,3974.985,3986.96,32462.0
2025-11-05T17:00:00Z,3987.045,3989.705,3978.58,3982.12,12725.0
2025-11-05T18:00:00Z,3982.145,3986.105,3978.905,3982.445,16948.0
2025-11-05T19:00:00Z,3982.46,3988.785,3979.165,3987.92,16418.0
2025-11-05T20:00:00Z,3987.91,3990.175,3981.585,3984.6,13164.0
2025-11-05T21:00:00Z,3984.6,3985.185,3977.995,3980.115,3660.0
2025-11-05T23:00:00Z,3968.78,3977.795,3966.54,3973.93,9850.0
2025-11-06T00:00:00Z,3973.895,3976.34,3969.79,3976.34,11773.0
2025-11-06T01:00:00Z,3976.315,3977.465,3964.455,3976.765,14982.0
2025-11-06T02:00:00Z,3976.785,3985.13,3974.38,3983.38,10702.0
2025-11-06T03:00:00Z,3983.435,3990.525,3979.575,3987.54,8073.0
2025-11-06T04:00:00Z,3987.545,3989.98,3984.58,3988.935,4195.0
2025-11-06T05:00:00Z,3988.88,3990.87,3985.67,3987.645,10695.0
2025-11-06T06:00:00Z,3987.655,3993.08,3982.365,3991.515,12031.0
2025-11-06T07:00:00Z,3991.495,4009.545,3991.185,4005.78,22543.0
2025-11-06T08:00:00Z,4005.785,4017.06,4004.765,4014.88,30938.0
2025-11-06T09:00:00Z,4014.865,4015.235,4009.345,4011.01,22378.0
2025-11-06T10:00:00Z,4011.0,4011.2,4004.5,4008.465,23142.0
2025-11-06T11:00:00Z,4008.48,4019.55,4007.165,4018.185,23287.0
2025-11-06T12:00:00Z,4018.19,4019.645,4002.95,4005.375,25433.0
2025-11-06T13:00:00Z,4005.36,4016.31,4003.8,4012.33,39671.0
2025-11-06T14:00:00Z,4012.315,4014.09,3989.095,3993.41,67330.0
2025-11-06T15:00:00Z,3993.08,3993.9,3975.08,3980.405,72830.0
2025-11-06T16:00:00Z,3980.48,3986.45,3976.595,3981.03,58401.0
2025-11-06T17:00:00Z,3981.005,3988.26,3965.71,3986.34,41377.0
2025-11-06T18:00:00Z,3986.35,3991.0,3980.27,3987.915,37166.0
2025-11-06T19:00:00Z,3987.95,3995.365,3983.18,3985.35,30845.0
2025-11-06T20:00:00Z,3985.265,3987.285,3979.455,3980.965,48409.0
2025-11-06T21:00:00Z,3981.03,3982.615,3976.88,3977.14,7710.0
2025-11-06T23:00:00Z,3979.465,3989.975,3978.435,3989.345,7821.0
2025-11-07T00:00:00Z,3989.345,3994.565,3984.655,3988.605,13137.0
2025-11-07T01:00:00Z,3988.58,4002.85,3987.245,4001.845,22727.0
2025-11-07T02:00:00Z,4001.82,4003.41,3991.61,3995.47,18362.0
2025-11-07T03:00:00Z,3995.425,3996.73,3988.16,3990.365,8610.0
2025-11-07T04:00:00Z,3990.345,3998.565,3985.605,3998.375,8164.0
2025-11-07T05:00:00Z,3998.38,3999.05,3992.115,3994.95,8774.0
2025-11-07T06:00:00Z,3994.96,4008.65,3992.25,4006.925,15272.0
2025-11-07T07:00:00Z,4006.945,4010.02,4002.815,4007.835,13630.0
2025-11-07T08:00:00Z,4007.935,4010.46,4003.735,4009.73,19389.0
2025-11-07T09:00:00Z,4009.755,4014.29,4004.31,4006.76,16333.0
2025-11-07T10:00:00Z,4006.81,4009.71,4003.26,4007.975,13942.0
2025-11-07T11:00:00Z,4008.0,4011.925,3993.65,4002.965,19959.0
2025-11-07T12:00:00Z,4002.815,4008.715,3991.69,3996.025,20879.0
2025-11-07T13:00:00Z,3996.06,4002.13,3991.79,3997.855,37649.0
2025-11-07T14:00:00Z,3997.885,4007.36,3984.385,3993.605,49569.0
2025-11-07T15:00:00Z,3993.56,3999.285,3984.01,3991.05,52029.0
2025-11-07T16:00:00Z,3991.095,4027.595,3990.165,4007.765,45368.0
2025-11-07T17:00:00Z,4007.86,4009.8,3992.37,4005.6,34689.0
2025-11-07T18:00:00Z,4005.595,4009.325,3999.555,4005.65,31711.0
2025-11-07T19:00:00Z,4005.685,4009.05,4001.935,4006.71,27575.0
2025-11-07T20:00:00Z,4006.7,4006.93,3994.64,4004.18,38453.0
2025-11-07T21:00:00Z,4004.14,4005.34,3998.69,4001.275,3719.0
2025-11-09T23:00:00Z,4005.675,4012.23,4004.355,4011.87,9272.0
2025-11-10T00:00:00Z,4011.905,4024.12,4011.13,4020.405,12167.0
2025-11-10T01:00:00Z,4020.39,4053.47,4019.15,4044.07,48266.0
2025-11-10T02:00:00Z,4043.99,4049.175,4037.74,4048.135,24022.0
2025-11-10T03:00:00Z,4048.12,4052.98,4044.945,4050.105,11349.0
2025-11-10T04:00:00Z,4050.055,4056.875,4049.835,4054.225,12424.0
2025-11-10T05:00:00Z,4054.27,4070.07,4050.24,4069.56,18265.0
2025-11-10T06:00:00Z,4069.63,4078.615,4066.9,4075.24,23724.0
2025-11-10T07:00:00Z,4075.24,4079.15,4072.315,4075.395,18238.0
2025-11-10T08:00:00Z,4075.335,4085.295,4075.135,4082.315,27357.0
2025-11-10T09:00:00Z,4082.35,4086.375,4071.49,4076.705,19915.0
2025-11-10T10:00:00Z,4076.69,4083.42,4075.95,4081.11,14220.0
2025-11-10T11:00:00Z,4081.175,4085.495,4075.86,4085.385,17100.0
2025-11-10T12:00:00Z,4085.43,4100.085,4084.42,4097.65,25615.0
2025-11-10T13:00:00Z,4097.7,4106.0,4090.4,4091.645,47824.0
2025-11-10T14:00:00Z,4091.635,4094.13,4074.49,4083.53,54495.0
2025-11-10T15:00:00Z,4083.455,4094.355,4077.935,4084.435,43943.0
2025-11-10T16:00:00Z,4084.42,4095.77,4082.095,4095.175,37820.0
2025-11-10T17:00:00Z,4095.2,4102.85,4093.46,4102.72,19986.0
2025-11-10T18:00:00Z,4102.735,4115.915,4101.77,4110.145,31010.0
2025-11-10T19:00:00Z,4110.14,4115.465,4107.92,4113.28,23667.0
2025-11-10T20:00:00Z,4113.265,4114.61,4106.6,4111.685,41607.0
2025-11-10T21:00:00Z,4111.735,4116.69,4110.4,4115.41,2893.0
2025-11-10T23:00:00Z,4116.835,4122.925,4116.075,4120.085,8240.0
2025-11-11T00:00:00Z,4120.275,4133.755,4116.29,4130.96,12949.0
2025-11-11T01:00:00Z,4130.91,4141.365,4128.0,4136.355,26703.0
